FID,country,platformid,current_status,name,category,function,operator,location_blocks,primary_production,weight_sub,weight_top,production_start,valid_from,valid_to,water_depth,coast_dist,remarks,the_geom
platforms.701,Norway,364234,Operational,EKOFISK M-BS,Fixed steel,Above water production,ConocoPhillips Skandinavia AS,NO_2/4,Crude Oil,1720,,,20051023,,78.40000153,262830.825223,JACKET TRIPOD,POINT (3.223044400000049 56.54537780000004)
platforms.714,Norway,280709,Operational,GULLFAKS SØR H,Subsea steel,Subsea,Equinor Energy AS,NO_34/10,Crude Oil,390,,,19981008,,135,131082.905886,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (2.0739472000000205 61.05564720000007)
platforms.715,Norway,279057,Operational,TROLL M1,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,322,,,20000715,,344,49001.9978876,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.62655280000007 60.915602800000045)
platforms.719,Norway,284545,Operational,34/8-A-19 H,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,30,,,20040525,,335,113257.592304,SINGLE WELL TEMPLATE; GAS INJECTION,POINT (2.45886390000004 61.36991940000007)
platforms.734,Norway,282977,Operational,34/8-A-22 H/AH,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,30,,,20040116,,335,113237.308694,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.459250000000054 61.36997220000006)
platforms.735,Norway,279953,Operational,TROLL I2,Subsea steel,Subsea,Equinor Energy AS,NO_31/5,Crude Oil,277,,,19980414,,315,58683.8712938,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.5775972000000706 60.72854170000005)
platforms.741,Norway,282109,Operational,TROLL RB1,Subsea steel,Other,Equinor Energy AS,NO_31/2,,200,,,19991101,,338,50769.7875095,SUBSEA STRUCTURE; RISER BASE,POINT (3.6084917000000587 60.88897780000008)
platforms.751,Norway,283453,Operational,VISUND SDU-1,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,10.7,,,19990526,,335,113240.2213,SUBSEA STRUCTURE; DISTRIBUTION,POINT (2.4591667000000257 61.36972220000007)
platforms.757,Norway,279701,Operational,GULLFAKS SØR E,Subsea steel,Subsea,Equinor Energy AS,NO_34/10,Crude Oil,390,,,19981008,,135,121162.057604,MULTI WELL TEMPLATE; GAS INJECTION,POINT (2.2606583000000455 61.11066670000008)
platforms.758,Norway,279729,Operational,TROLL N1,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,292,,,20000106,,345,51100.4187523,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.586608300000023 60.91568890000008)
platforms.772,Norway,285357,Operational,SNORRE SDU-1,Subsea steel,Subsea,Equinor Energy AS,NO_34/4,Crude Oil,11,,,20010627,,340,128398.445107,SUBSEA STRUCTURE; DISTRIBUTION,POINT (2.212222200000042 61.525833300000045)
platforms.778,Norway,282445,Operational,TORDIS EXTENSION,Subsea steel,Subsea,Equinor Energy AS,NO_34/7,Crude Oil,318,,,19970701,,200,130867.722631,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (2.1199056000000382 61.27487220000006)
platforms.791,Norway,277517,Operational,GULLFAKS SØR D,Subsea steel,Subsea,Equinor Energy AS,NO_34/10,Crude Oil,390,,,19981008,,135,122127.76321,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (2.244291700000076 61.12404170000008)
platforms.793,Norway,278105,Operational,TROLL D,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,1456,,,19950925,,338,60344.3100577,SUBSEA STRUCTURE; MANIFOLD STATION,POINT (3.4448028000000477 60.856727800000044)
platforms.798,Norway,285413,Operational,SNORRE SDU-2,Subsea steel,Subsea,Equinor Energy AS,NO_34/4,Crude Oil,11,,,20010627,,340,128432.214755,SUBSEA STRUCTURE; DISTRIBUTION,POINT (2.2116194000000746 61.52594440000007)
platforms.800,Norway,279029,Operational,TROLL L1,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,322,,,20001114,,327,57899.8380451,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.556041700000037 60.785122200000046)
platforms.820,Norway,283005,Operational,34/8-A-23 H,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,30,,,20020101,,335,113230.382048,SINGLE WELL TEMPLATE; GAS INJECTION,POINT (2.45938330000007 61.370002800000066)
platforms.825,Norway,280401,Operational,TROLL T2,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,311,,,20010101,,335,54931.4965387,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.59319720000002 60.80808610000008)
platforms.829,Norway,279169,Operational,VIGDIS B,Subsea steel,Subsea,Equinor Energy AS,NO_34/7,Crude Oil,318,,,19970305,,292,131639.738179,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (2.117650000000026 61.39708060000004)
platforms.831,Norway,279197,Operational,VIGDIS E,Subsea steel,Subsea,Equinor Energy AS,NO_34/7,Crude Oil,318,,,19980101,,290,134300.635102,MULTI WELL TEMPLATE; WATER INJECTION,POINT (2.0679250000000593 61.39856110000005)
platforms.833,Norway,284657,Operational,34/8-A-9 H,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,45,,,20120601,,335,113260.487317,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.45886390000004 61.37038890000008)
platforms.836,Norway,283117,Operational,34/8-A-3 H,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,30,,,19990526,,335,113219.040428,SINGLE WELL TEMPLATE; GAS INJECTION,POINT (2.4596250000000737 61.370255600000064)
platforms.862,Norway,281885,Operational,TROLL PRB,Subsea steel,Other,Equinor Energy AS,NO_31/2,,200,,,19940528,,324,61208.7121466,SUBSEA STRUCTURE; RISER BASE,POINT (3.497500000000059 60.775833300000045)
platforms.880,Norway,280681,Operational,GULLFAKS SØR J,Subsea steel,Subsea,Equinor Energy AS,NO_34/10,Crude Oil,390,,,19981008,,135,134897.982237,MULTI WELL TEMPLATE; GAS INJECTION,POINT (2.00329720000002 61.06412220000004)
platforms.886,Norway,283313,Operational,TROLL RB2,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,,200,,,19991101,,338,50454.1262378,SUBSEA STRUCTURE; RISER BASE,POINT (3.6178278000000432 60.884136100000035)
platforms.898,Norway,283089,Operational,34/8-A-26  H,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,45,,,20010101,,335,113211.966202,SINGLE WELL TEMPLATE; GAS INJECTION,POINT (2.4597389000000476 61.37009440000003)
platforms.905,Norway,277657,Operational,VIGDIS C,Subsea steel,Subsea,Equinor Energy AS,NO_34/7,Crude Oil,318,,,19970305,,283,132292.123762,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (2.1033917000000315 61.38043060000007)
platforms.906,Norway,282669,Closed down,EKOFISK T WALL,Gravity-based concrete,Other,ConocoPhillips Skandinavia AS,NO_2/4,Crude Oil,900000,,,19890624,,76.80000305,262837.69772,CONCRETE STRUCTURE,POINT (3.212580600000024 56.54954170000008)
platforms.909,Norway,281969,Operational,TROLL PRS,Subsea steel,Other,Equinor Energy AS,NO_31/2,,200,,,19950410,,325,61076.3400559,SUBSEA STRUCTURE; RISER SUPPORT,POINT (3.501172200000042 60.77494720000004)
platforms.911,Norway,282921,Operational,TROLL PILOT,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,380,,,19991103,,342,48177.64703,SUBSEA STRUCTURE; SEPARATION,POINT (3.6537583000000495 60.896338900000046)
platforms.926,Norway,279981,Operational,TROLL J2,Subsea steel,Subsea,Equinor Energy AS,NO_31/5,Crude Oil,311,,,19990317,,315,54448.2360171,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.656547200000034 60.729297200000076)
platforms.935,Norway,278357,Operational,DRAUPNER E,Fixed steel,Above water production,Gassco AS,NO_16/11,Natural Gas,4418,,,19950813,,69.30000305,183464.289774,JACKET 4 LEGS; RISER,POINT (2.4726722000000336 58.189991700000064)
platforms.937,Norway,279113,Operational,TROLL I1,Subsea steel,Subsea,Equinor Energy AS,NO_31/5,Crude Oil,322,,,19980414,,315,58199.9496974,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.5817250000000627 60.74101110000004)
platforms.940,Norway,377386,Operational,TORDIS SSIB,Subsea steel,Subsea,Equinor Energy AS,NO_34/7,Crude Oil,1245,,,20080214,,210,131112.118861,SUBSEA STRUCTURE; BOOSTER - SEPARATION - WATER INJECTION,POINT (2.115230600000075 61.27477780000004)
platforms.952,Norway,287569,Operational,SNORRE B SBV,Subsea steel,Subsea,Equinor Energy AS,NO_34/4,Crude Oil,16.9,,,20010627,,350,128320.457657,SUBSEA STRUCTURE; ISOLATION VALVE,POINT (2.212575000000072 61.52285000000006)
platforms.954,Norway,283397,Operational,TROLL RSS1,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,,4000,,,19991101,,338,50751.1429821,SUBSEA STRUCTURE; RISER SUPPORT,POINT (3.6101278000000434 60.887036100000046)
platforms.965,Norway,284433,Under construction,34/8-A-11 H,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,30,,,20000101,,335,113275.204268,SINGLE WELL TEMPLATE; WATER/GAS INJECTION,POINT (2.4585917000000563 61.37041940000006)
platforms.971,Norway,283369,Operational,TROLL RB4,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,,200,,,19991101,,338,50623.9875424,SUBSEA STRUCTURE; RISER BASE,POINT (3.615305600000056 60.88300560000005)
platforms.976,Norway,281493,Operational,TROLL ERB,Fixed steel,Other,Equinor Energy AS,NO_31/2,,1458,,,19950921,,324,60736.6091569,SUBSEA STRUCTURE; RISER BASE,POINT (3.5108333000000584 60.772500000000036)
platforms.987,Norway,273961,Operational,SNORRE UPA,Subsea steel,Subsea,Equinor Energy AS,NO_34/7,Crude Oil,3700,,,19920803,,335,126984.136035,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (2.226344400000073 61.48932780000007)
platforms.988,Norway,279449,Operational,TROLL K1,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,322,,,19990724,,320,56134.300438,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.6113500000000727 60.76831390000007)
platforms.996,Norway,359965,Operational,VIGDIS D,Subsea steel,Subsea,Equinor Energy AS,NO_34/7,Crude Oil,500,,,20031018,,250,133783.641269,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (2.0728694000000587 61.345613900000046)
platforms.1001,Norway,282865,Operational,34/8-A-21 H/AH,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,30,,,20030601,,335,113244.211201,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.45911940000002 61.36996110000007)
platforms.1020,Norway,280261,Operational,TROLL P2,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,322,,,20020601,,336,57104.4852504,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.494308300000057 60.87658060000007)
platforms.1024,Norway,271973,Decommissioned,EKOFISK S,Fixed steel,Above water production,Gassco AS,NO_2/4,Natural Gas,7639,,,19860101,,76.80000305,262581.104759,JACKET 4 LEGS; RISER,POINT (3.213816700000052 56.55189720000004)
platforms.1026,Norway,278301,Operational,TROLL H,Subsea steel,Subsea,Equinor Energy AS,NO_31/5,Crude Oil,1356,,,19951231,,317,62599.7582871,SUBSEA STRUCTURE; MANIFOLD STATION,POINT (3.5103778000000716 60.71449720000004)
platforms.1035,Norway,279757,Operational,TROLL O1,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,322,,,19991123,,355,52935.0316334,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.5663889000000495 60.88957220000003)
platforms.1042,Norway,281297,Decommissioned,EKOFISK SØR FL,Fixed steel,Other,ConocoPhillips Skandinavia AS,NO_2/4-2,Crude Oil,500,,,19720101,,72,263180.316449,JACKET TRIPOD; FLARE STACK,POINT (3.218622200000027 56.54328060000006)
platforms.1046,Norway,283481,Operational,VISUND SDU-2,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,10.7,,,19990526,,335,113227.103638,SUBSEA STRUCTURE; DISTRIBUTION,POINT (2.459444400000052 61.37000000000006)
platforms.1047,Norway,283201,Operational,34/8-A-5 H,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,30,,,20000805,,335,113232.410697,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.4593806000000313 61.37030830000003)
platforms.1054,Norway,279141,Operational,TROLL J1,Subsea steel,Subsea,Equinor Energy AS,NO_31/5,Crude Oil,322,,,19990317,,315,56744.5544425,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.608000000000061 60.74323610000005)
platforms.1056,Norway,279085,Operational,TROLL P1,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,322,,,19991107,,336,54151.796709,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.5579417000000717 60.86699440000007)
platforms.1060,Norway,280037,Operational,TROLL M2,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,311,,,20000715,,346,46592.8004638,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.6642389000000435 60.93141940000004)
platforms.1076,Norway,280317,Operational,TROLL N2,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,311,,,20011201,,345,50712.5941641,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.580369400000052 60.94633890000006)
platforms.1077,Norway,282893,Operational,TORDIS-MS,Subsea steel,Subsea,Equinor Energy AS,NO_34/7,Crude Oil,549,,,19940603,,200,130977.851812,SUBSEA STRUCTURE; MANIFOLD STATION,POINT (2.1181139000000258 61.27563330000004)
platforms.1082,Norway,280345,Operational,TROLL S2,Subsea steel,Subsea,Equinor Energy AS,NO_31/3,Crude Oil,311,,,19991103,,342,47356.8171797,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.6718694000000482 60.892980600000044)
platforms.1085,Norway,286869,Operational,OSEBERG-Y,Subsea steel,Subsea,Equinor Energy AS,NO_30/6,,480,,,19910901,,110,103916.366171,SUBSEA STRUCTURE; Y-CONNECTION,POINT (2.7992667000000324 60.58103890000007)
platforms.1090,Norway,279477,Operational,TROLL Q1,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,322,,,19991031,,335,51538.4581624,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.627227800000071 60.84467220000005)
platforms.1092,Norway,280737,Operational,TROLL S1,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,322,,,19991103,,340,48175.4333341,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.65464170000007 60.89505000000008)
platforms.1093,Norway,282053,Operational,TROLL PTG,Subsea steel,Other,Equinor Energy AS,NO_31/2,,200,,,19991101,,338,50500.588236,SUBSEA STRUCTURE; RISER BASE,POINT (3.6182722000000354 60.882175000000075)
platforms.1101,Norway,281521,Operational,TROLL ERS,Subsea steel,Other,Equinor Energy AS,NO_31/2,,4000,,,19950411,,324,60901.0961075,SUBSEA STRUCTURE; RISER SUPPORT,POINT (3.506344400000046 60.77350000000007)
platforms.1131,Norway,280373,Operational,TROLL T1,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,322,,,20010201,,335,53237.86664,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.6039778000000524 60.83257500000008)
platforms.1136,Norway,272925,Closed down,30/9-B-49 H,Subsea steel,Subsea,Equinor Energy AS,NO_30/6,Crude Oil,480,,,19881201,,102,103224.230067,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.8374361000000476 60.54223610000008)
platforms.1138,Norway,272981,Decommissioned,TOGI,Subsea steel,Subsea,Equinor Energy AS,NO_31/5,Natural Gas,1500,,,19910122,,302,58776.5225374,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (3.6575278000000253 60.57425000000006)
platforms.1143,Norway,271945,Operational,DRAUPNER S,Fixed steel,Above water production,Gassco AS,NO_16/11,Natural Gas,7844,,,19850701,,70,183543.571115,JACKET 4 LEGS; QUARTER - RISER,POINT (2.472791700000073 58.188869400000044)
platforms.1147,Norway,280289,Operational,TROLL L2,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,311,,,20001114,,333,56723.1287789,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.555952800000057 60.80877220000008)
platforms.1153,Norway,283425,Operational,TROLL RSS2,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,,2800,,,19991101,,338,50626.7936817,SUBSEA STRUCTURE; RISER SUPPORT,POINT (3.613886100000059 60.88501390000005)
platforms.1166,Norway,280597,Operational,TORDIS ØST K,Subsea steel,Subsea,Equinor Energy AS,NO_34/7,Crude Oil,318,,,20000725,,200,130876.381121,MULTI WELL TEMPLATE; WATER INJECTION,POINT (2.120244400000047 61.276152800000034)
platforms.1174,Norway,287345,Operational,GULLFAKS C SSIV,Subsea steel,Subsea,Equinor Energy AS,NO_34/10,Crude Oil,118,,,20010201,,215,121606.837577,SUBSEA STRUCTURE; ISOLATION VALVE,POINT (2.2738972000000217 61.214944400000036)
platforms.1186,Norway,283677,Operational,TROLL O2,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,511,,,20100720,,338,54490.2300292,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.522930600000052 60.91450560000004)
platforms.1187,Norway,281353,Operational,EKOFISK X-BS,Fixed steel,Other,ConocoPhillips Skandinavia AS,NO_2/4,Crude Oil,1340,,,19970101,,76,262861.919805,JACKET TRIPOD,POINT (3.216569400000026 56.54765280000004)
platforms.1203,Norway,279645,Operational,GULLFAKS SØR F,Subsea steel,Subsea,Equinor Energy AS,NO_34/10,Crude Oil,390,,,19981008,,135,120225.542898,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (2.2768056000000456 61.09750280000003)
platforms.1208,Norway,377425,Operational,VIGDIS G,Subsea steel,Subsea,Equinor Energy AS,NO_34/7,Crude Oil,396,,,20080319,,280,132133.473041,MULTI WELL TEMPLATE; OIL PRODUCER - WATER INJECTION,POINT (2.106233300000042 61.37918890000003)
platforms.254,Netherlands,1089346815,Operational,Sidetap F3-FA,,Other,,,,,,,,,0,175355.377781,,POINT (4.5892701280000665 54.93147982900007)
platforms.308,Netherlands,389761169,Operational,Sidetap F2A Hanze,,Other,,,,,,,,,0,177008.404809,,POINT (4.572238758000026 54.94418471400007)
platforms.460,Netherlands,1103456224,Operational,F3-FB-1A,,Production,PETROGAS,,,,,,,,0,165179.681644,,POINT (4.696332602000041 54.853827125000066)
platforms.491,Norway,282949,Operational,25/11-A-21 H BALDER,,,Vår Energi ASA,,,,,,20130901,,127,142236.873945,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.3581722000000696 59.191558300000054)
platforms.492,Norway,403298,Operational,GJØA B,Subsea steel,Subsea,Neptune Energy Norge AS,NO_35/9,Crude Oil,,,,20101107,,350,33092.9379419,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.9586861000000226 61.34030830000006)
platforms.493,Norway,719338,Under construction,25/8 BALDER H,,,Vår Energi ASA,,,,,,,,125,135668.584373,MULTI WELL TEMPLATE; GAS PRODUCER - OIL PRODUCER,POINT (2.4647000000000503 59.26371390000003)
platforms.494,Norway,395215,Operational,6407/7-A-4 H,Subsea steel,Subsea,Equinor Energy AS,NO_6407/7,Crude Oil,,,,20040131,,330,73827.1860369,SINGLE WELL TEMPLATE; GAS INJECTION,POINT (7.201602800000046 64.27071940000008)
platforms.496,Norway,287373,Operational,DRAUGEN T,Subsea steel,Subsea,Gassco AS,NO_6406/11,,,,,20001010,,344.5,103355.928933,SUBSEA STRUCTURE; T-CONNECTION,POINT (6.441258300000072 64.23325560000006)
platforms.497,Norway,284825,Operational,31/2-B-3 H TROLL B-3,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,,,,,19950919,,330,64079.8888854,SINGLE WELL TEMPLATE; GAS INJECTION,POINT (3.4366722000000323 60.777755600000035)
platforms.498,Norway,281829,Operational,DRAUGEN PLEM 105,Subsea steel,Other,OKEA ASA,NO_6407/9,,,,,19931019,,257,59012.0891596,SUBSEA STRUCTURE; PIPELINE END MANIFOLD,POINT (7.8371722000000545 64.34719720000004)
platforms.500,Norway,279897,Operational,SYGNA N,Subsea steel,Subsea,Equinor Energy AS,NO_33/9,Crude Oil,,,,20000802,,299,139033.452591,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (1.9918500000000563 61.46694170000006)
platforms.501,Norway,287485,Under construction,VØRING T,,,Gassco AS,,,,,,,,171,25607.5138674,SUBSEA STRUCTURE; T-CONNECTION,POINT (4.599141700000075 62.219386100000065)
platforms.502,Norway,364607,Under construction,VISUND T,,,Gassco AS,,,,,,,,185,106593.026239,SUBSEA STRUCTURE; T-CONNECTION,POINT (2.5278333000000544 61.06808060000003)
platforms.503,Norway,283901,Operational,25/11-B-7 H BALDER,,,Vår Energi ASA,,,,,,19991014,,127,141166.310169,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.379544400000043 59.17793610000007)
platforms.505,Norway,411180,Operational,GOLIAT F,,,Vår Energi ASA,,,,,,20160312,,350,48917.1861615,MULTI WELL TEMPLATE; GAS INJECTION,POINT (22.259933300000057 71.25940000000003)
platforms.506,Norway,278917,Operational,ÅSGARD X,Subsea steel,Subsea,Equinor Energy AS,NO_6507/11,Crude Oil,,,,20001004,,298,133622.165668,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (7.492972200000054 65.06763890000008)
platforms.507,Norway,284097,Operational,6407/9-D-2 H,Subsea steel,Subsea,OKEA ASA,NO_6407/9,Crude Oil,,,,20020422,,265,62039.6496492,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (7.723294400000043 64.34240280000006)
platforms.508,Norway,429545,Operational,25/4-F-1 H VILJE F1,Subsea steel,Subsea,Aker BP ASA,NO_25/4,Crude Oil,,,,20140410,,122,151064.399327,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.2788000000000466 59.656625000000076)
platforms.509,Norway,356124,Operational,HEIDRUN C,Subsea steel,Subsea,Equinor Energy AS,NO_6507/7,,,,,19950815,,327,158093.124251,MULTI WELL TEMPLATE; WATER INJECTION,POINT (7.303080600000044 65.28635000000003)
platforms.510,Norway,377615,Operational,TYRIHANS A,Subsea steel,Subsea,Equinor Energy AS,NO_6407/1,Crude Oil,,,,20090708,,286,129479.03867,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (7.071344400000044 64.88895830000007)
platforms.511,Norway,286953,Operational,VALHALL VTS,Subsea steel,Subsea,Aker BP ASA,NO_2/7,Crude Oil,,,,19980818,,70,263956.503093,SUBSEA STRUCTURE; T-CONNECTION,POINT (3.3260833000000503 56.49268610000007)
platforms.514,Norway,283929,Operational,25/11-C-12 H BALDER,,,Vår Energi ASA,,,,,,19991004,,127,139370.646065,SINGLE WELL TEMPLATE; WATER INJECTION,POINT (2.4100722000000587 59.18331390000003)
platforms.516,Norway,283733,Under construction,TROLL R,Subsea steel,Subsea,Equinor Energy AS,NO_31/3,,,,,,,341,46577.8296427,MULTI WELL TEMPLATE; WATER INJECTION,POINT (3.71040830000004 60.86294170000008)
platforms.517,Norway,449134,Operational,24/9-P-8 KOBRA,,,Aker BP ASA,,,,,,20161110,,124,165161.655483,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (1.9669278000000645 59.49532780000004)
platforms.518,Norway,284713,Operational,FRAM A1,Subsea steel,Subsea,Equinor Energy AS,NO_35/11,Crude Oil,,,,20031002,,360,53460.5043283,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.516463900000076 61.08477220000003)
platforms.519,Norway,279309,Operational,NORNE E,Subsea steel,Subsea,Equinor Energy AS,NO_6608/10,Crude Oil,,,,19971105,,379,152649.879388,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (8.098236100000065 66.04547220000006)
platforms.520,Norway,425523,Operational,ALVHEIM EAST RISER BASE,,,Aker BP ASA,,,,,,20080608,,125,164443.261185,SUBSEA STRUCTURE; RISER BASE,POINT (2.0013583000000494 59.56920000000008)
platforms.521,Norway,287093,Operational,JOTUN T,Subsea steel,Subsea,Gassco AS,NO_25/7,,,,,19991122,,120,149954.081266,SUBSEA STRUCTURE; T-CONNECTION,POINT (2.233055600000057 59.47722220000003)
platforms.523,Norway,411122,Operational,GOLIAT E,,,Vår Energi ASA,,,,,,20160312,,323,47531.6507781,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (22.250150000000076 71.24335560000003)
platforms.524,Norway,374865,Operational,25/4-D1 H VILJE D1,Subsea steel,Subsea,Aker BP ASA,NO_25/4,Crude Oil,,,,20080801,,122,151093.28676,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.278027800000075 59.65612220000003)
platforms.525,Norway,449981,Operational,JOHAN SVERDRUP RP,,,Equinor Energy AS,,,,,,20191005,,115,140292.695014,JACKET 8 LEGS; EXPORT POINT - GAS EXPORT - RISER - UMBILICAL SUPPORT,POINT (2.5569444000000203 58.83694440000005)
platforms.528,Norway,408991,Closed down,30/4-D-1 AH,,,Equinor Energy AS,,,,,,,,119,145785.757191,SINGLE WELL TEMPLATE; DRILLING,POINT (2.047111100000052 60.50427780000007)
platforms.530,Norway,728943,Operational,24/9-P-9 H,,,Aker BP ASA,,,,,,20170701,,123,165156.058926,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (1.9669417000000635 59.49497220000006)
platforms.531,Norway,284349,Closed down,6407/9-A-53 H,Subsea steel,Subsea,OKEA ASA,NO_6407/9,Crude Oil,,,,19931019,,277,59381.561962,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (7.7752528000000325 64.33026110000003)
platforms.532,Norway,279925,Operational,OSEBERG SØR K,Subsea steel,Subsea,Equinor Energy AS,NO_30/9,Crude Oil,,,,20000830,,106,115145.904013,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (2.7761694000000716 60.264505600000064)
platforms.533,Norway,286673,Operational,36/22-BP,Subsea steel,Subsea,ConocoPhillips Skandinavia AS,UK_10036/22,,,,,19830101,,73.19999695,102751.099842,SUBSEA STRUCTURE; BYPASS,POINT (0.2038889000000381 55.29088890000003)
platforms.534,Norway,341394,Operational,25/11-A-19 H BALDER,,,Vår Energi ASA,,,,,,20010625,,127,142199.812888,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.3588000000000306 59.191691700000035)
platforms.536,Norway,444187,Operational,AASTA HANSTEEN SPAR,,,Equinor Energy AS,,,,,,20181217,,1315,208218.186589,SPAR; ACCOMMODATION - OFFLOADING - PROCESSING - STORAGE,POINT (7.097477800000036 67.06699170000007)
platforms.537,Norway,281241,Decommissioned,ALBUSKJELL F-BS,Fixed steel,Other,ConocoPhillips Skandinavia AS,NO_2/4,Natural Gas,,,,19790501,,70,262604.345578,JACKET TRIPOD,POINT (3.0545806000000653 56.61941940000003)
platforms.538,Norway,450877,Operational,ODA,,,Spirit Energy Norway AS,,,,,,20190316,,66,224957.96726,MULTI WELL TEMPLATE; OIL PRODUCER - WATER INJECTION,POINT (3.065297200000032 57.07309440000006)
platforms.539,Norway,432583,Operational,ÅSGARD SCMS-A,,,Equinor Energy AS,,,,,,20150916,,267,126937.925446,SUBSEA STRUCTURE; MANIFOLD STATION,POINT (7.520916700000043 64.99749720000005)
platforms.540,Norway,448895,Operational,24/9-P-7 VIPER,,,Aker BP ASA,,,,,,20161110,,124,165171.89237,SINGLE WELL TEMPLATE; GAS PRODUCER - OIL PRODUCER,POINT (1.9666667000000757 59.49500000000006)
