FID,country,platformid,current_status,name,category,function,operator,location_blocks,primary_production,weight_sub,weight_top,production_start,valid_from,valid_to,water_depth,coast_dist,remarks,the_geom
platforms.1041,Norway,285245,Operational,6407/7-A-8 H,Subsea steel,Subsea,Equinor Energy AS,NO_6407/7,Crude Oil,,,,19971001,,330,73808.4136225,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (7.202411100000063 64.27090280000004)
platforms.1043,Norway,360488,Operational,KRISTIN N,Subsea steel,Subsea,Equinor Energy AS,NO_6506/11,Natural Gas,,,,20051103,,368,158717.300245,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (6.47960560000007 65.02811110000005)
platforms.1044,Norway,282613,Operational,ÅSGARD ERB,Subsea steel,Other,Gassco AS,NO_6506/12,,,,,20001001,,305,156795.340592,SUBSEA STRUCTURE; RISER BASE,POINT (6.799052800000027 65.10668610000005)
platforms.1045,Norway,374139,Operational,OSEBERG DELTA,Subsea steel,Subsea,Equinor Energy AS,NO_30/9,Crude Oil,,,,20080627,,101,113585.211646,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (2.6815944000000513 60.468119400000035)
platforms.1048,Norway,407790,Operational,VEGA NORD,Subsea steel,Subsea,Wintershall Dea Norge AS,NO_35/8,Natural Gas,,,,20101202,,377,64422.4104869,MULTI WELL TEMPLATE; GAS PRODUCER - OIL PRODUCER,POINT (3.3768917000000442 61.371172200000046)
platforms.1049,Norway,403356,Operational,GJØA C,Subsea steel,Subsea,Neptune Energy Norge AS,NO_35/9,Crude Oil,,,,20101107,,350,33119.2640602,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.9583472000000484 61.340841700000055)
platforms.1052,Norway,451762,Operational,JOHAN SVERDRUP P1,,,Equinor Energy AS,,,,,,20191005,,113.40000153,140663.298049,JACKET 8 LEGS; DISTRIBUTION - PROCESSING - SEPARATION,POINT (2.5502778000000603 58.83662780000003)
platforms.1057,Norway,277769,Closed down,34/10-A-9 H,Subsea steel,Subsea,Equinor Energy AS,NO_34/10,Crude Oil,,,,19880515,,136,127717.2737,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.1492889000000446 61.17672780000004)
platforms.1058,Norway,280177,Decommissioned,DRAUGEN FLP,Other,Other,OKEA ASA,NO_6407/9,Crude Oil,,,,19931019,,258,58893.3378672,LOADING SYSTEM; OFFLOADING,POINT (7.840694400000075 64.34700000000004)
platforms.1059,Norway,286617,Operational,VESLEFRIKK T,Subsea steel,Subsea,Gassco AS,NO_30/6,,,,,19910901,,110,99423.2911294,SUBSEA STRUCTURE; T-CONNECTION,POINT (2.8980556000000206 60.560536100000036)
platforms.1061,Norway,284153,Operational,6407/9-E-2 H,Subsea steel,Subsea,OKEA ASA,NO_6407/9,Crude Oil,,,,20021130,,293,54938.7561929,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (7.730861100000027 64.26201940000004)
platforms.1062,Norway,717185,Operational,16/1-CA ROLVSNES,,,Lundin Energy Norway AS,,,,,,20210630,,106,156624.422047,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.2706111000000533 58.814302800000064)
platforms.1063,Norway,278049,Operational,HEIDRUN B,Subsea steel,Subsea,Equinor Energy AS,NO_6507/7,Crude Oil,,,,19950815,,339,160744.848972,MULTI WELL TEMPLATE; WATER INJECTION,POINT (7.2625000000000455 65.31277780000005)
platforms.1066,Norway,435244,Operational,6407/9-G-1 H,,,OKEA ASA,,,,,,20141101,,259,62552.9796359,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (7.717750000000024 64.34640830000006)
platforms.1067,Norway,283761,Operational,6407/7-A-9 H,Subsea steel,Subsea,Equinor Energy AS,NO_6407/7,Crude Oil,,,,19971001,,330,73802.4457396,SINGLE WELL TEMPLATE; GAS INJECTION - OIL PRODUCER,POINT (7.202638900000068 64.27094440000008)
platforms.1068,Norway,424456,Operational,34/8-A-30 H,,,Equinor Energy AS,,,,,,20000101,,335,113268.640807,SINGLE WELL TEMPLATE; WATER INJECTION,POINT (2.458725000000072 61.37050830000004)
platforms.1069,Norway,378362,Operational,ALVE,Subsea steel,Subsea,Equinor Energy AS,NO_6507/3,Natural Gas,,,,20090319,,390,163196.985345,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (7.810102800000038 65.96844440000007)
platforms.1070,Norway,281717,Operational,34/7-I-5 H TORDIS I-5,Subsea steel,Subsea,Equinor Energy AS,NO_34/7,Crude Oil,,,,19940603,,200,131019.628789,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.1176444000000743 61.27645560000008)
platforms.1071,Norway,284293,Operational,34/4-L H SNORRE,,,Equinor Energy AS,,,,,,20010627,,340,128378.334846,MULTI WELL TEMPLATE; WATER/GAS INJECTION,POINT (2.212500000000034 61.525555600000075)
platforms.1073,Norway,403472,Operational,GJØA E,Subsea steel,Subsea,Neptune Energy Norge AS,NO_36/7,Condensate,,,,20101107,,370,30630.7918031,MULTI WELL TEMPLATE; GAS PRODUCER - OIL PRODUCER,POINT (4.0147444000000405 61.36363890000007)
platforms.1074,Norway,430070,Operational,VIGDIS NORDØST T,Fixed steel,Subsea,Equinor Energy AS,NO_34/7,Crude Oil,,,,20130311,,290,131645.298059,SUBSEA STRUCTURE; T-CONNECTION,POINT (2.117547200000047 61.39709170000003)
platforms.1075,Norway,727345,Operational,24/6-A-7 Alvheim,,,Aker BP ASA,,,,,,20180201,,121,168939.322539,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (1.923136100000022 59.57664440000008)
platforms.1078,Norway,406437,Operational,ORMEN LANGE D,Subsea steel,Subsea,A/S Norske Shell,NO_6305/5,Natural Gas,,,,20100712,,854,84611.2818131,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (5.313752800000032 63.386338900000055)
platforms.1081,Norway,278777,Operational,ÅSGARD K,Subsea steel,Subsea,Equinor Energy AS,NO_6506/12,Natural Gas,,,,20001004,,296,161709.889361,MULTI WELL TEMPLATE; GAS INJECTION - OIL PRODUCER,POINT (6.7070000000000505 65.13383330000005)
platforms.1084,Norway,710086,Operational,TROLL W2,,,Equinor Energy AS,,,,,,20210827,,335,57425.4502943,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (3.515158300000053 60.83887220000008)
platforms.1086,Norway,391270,Under construction,ÅSGARD D,Subsea steel,Subsea,,NO_6506/11,,,,,,,300,158356.956976,SINGLE WELL TEMPLATE,POINT (6.611233300000038 65.06807500000008)
platforms.1087,Norway,360577,Operational,KRISTIN P,Subsea steel,Subsea,Equinor Energy AS,NO_6506/11,Natural Gas,,,,20051227,,372,158833.612609,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (6.438213900000051 65.01463060000003)
platforms.1088,Norway,282025,Operational,HEIDRUN SDU,Subsea steel,Other,Equinor Energy AS,NO_6507/7,,,,,20000815,,345,158669.265061,SUBSEA STRUCTURE; DISTRIBUTION,POINT (7.31722220000006 65.32555560000003)
platforms.1089,Norway,285133,Operational,FRAM A2,Subsea steel,Subsea,Equinor Energy AS,NO_35/11,Crude Oil,,,,20031002,,360,53439.4861037,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.5169917000000623 61.08546940000008)
platforms.1094,Norway,438207,Operational,6407/9-G-2 H,,,OKEA ASA,,,,,,20160612,,245,62419.5758331,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (7.791347200000075 64.37053610000004)
platforms.1095,Norway,408227,Operational,VOLUND,Subsea steel,Subsea,Aker BP ASA,NO_24/9,Crude Oil,,,,20090916,,124,165273.093351,MULTI WELL TEMPLATE; OIL PRODUCER - WATER INJECTION,POINT (1.965122200000053 59.49606110000008)
platforms.1096,Norway,425582,Operational,ALVHEIM SOUTH RISER BASE,,,Aker BP ASA,,,,,,20080608,,125,164454.327277,SUBSEA STRUCTURE; RISER BASE,POINT (1.999858300000028 59.56538890000007)
platforms.1097,Norway,282221,Operational,NORNE ERB,Subsea steel,Other,Gassco AS,NO_6608/10,,,,,20001001,,378,152563.337551,SUBSEA STRUCTURE; RISER BASE,POINT (8.08838890000004 66.02730560000003)
platforms.1098,Norway,722456,Under construction,JOHAN SVERDRUP Q,,,Equinor Energy AS,,,,,,,,117,132520.964177,MULTI WELL TEMPLATE; OIL PRODUCER - WATER INJECTION,POINT (2.762408300000061 58.769308300000034)
platforms.1099,Norway,444592,Operational,GINA KROG FSO,,,Equinor Energy AS,,,,,,20171003,,116,195212.843824,FSU; OFFLOADING - STORAGE,POINT (1.7343250000000694 58.58400560000007)
platforms.1100,Norway,281773,Operational,ÅSGARD O,Subsea steel,Subsea,Equinor Energy AS,NO_6506/12,Natural Gas,,,,20001004,,286,160171.882921,MULTI WELL TEMPLATE; WATER INJECTION,POINT (6.784738900000036 65.13890000000004)
platforms.1102,Norway,285385,Operational,NJORD SDU-2,Subsea steel,Subsea,Equinor Energy AS,NO_6407/7,Crude Oil,,,,19971001,,330,73848.2951898,SUBSEA STRUCTURE; DISTRIBUTION,POINT (7.201522200000056 64.27098610000007)
platforms.1104,Norway,454141,Operational,OSEBERG H,,,Equinor Energy AS,,,,,,20181014,,107,108428.782446,JACKET 4 LEGS; GAS PRODUCER - OIL PRODUCER - WELLHEAD,POINT (2.7333667000000332 60.54849440000004)
platforms.1105,Norway,364390,Operational,SNØHVIT N,Subsea steel,Subsea,Equinor Energy AS,NO_7121/7,Natural Gas,,,,20070821,,325,94795.6897736,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (21.08486110000007 71.48852780000004)
platforms.1106,Norway,727047,Operational,24/6-A-6 H Alvheim,,,Aker BP ASA,,,,,,20180201,,121,168918.69051,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (1.9234583000000498 59.57650280000007)
platforms.1107,Norway,377347,Decommissioned,15/5-A-7 H Glitne,Subsea steel,Subsea,,NO_15/5,Crude Oil,,,,20071130,,109,195250.429453,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (1.6310278000000267 58.71255560000003)
platforms.1109,Norway,409905,Operational,31/5-Z-2H TROLL Z-2,,,Equinor Energy AS,,,,,,20110301,,318,62925.1951069,SINGLE WELL TEMPLATE; GAS INJECTION,POINT (3.504438900000025 60.71414170000003)
platforms.1110,Norway,449559,Operational,JOHAN SVERDRUP E,,,Equinor Energy AS,,,,,,20191005,,120,141010.379267,MULTI WELL TEMPLATE; WATER INJECTION,POINT (2.519416700000022 58.86985000000004)
platforms.1111,Norway,713532,Operational,6507/3-G-1H ÆRFUGL,,,Aker BP ASA,,,,,,20211103,,368,165998.575423,SINGLE WELL TEMPLATE; GAS PRODUCER,POINT (7.7209722000000625 65.91781670000006)
platforms.1112,Norway,284209,Operational,25/11-D-2 H BALDER,,,Vår Energi ASA,,,,,,19990930,,127,139251.260659,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.40921110000005 59.199888900000076)
platforms.1117,Norway,411238,Operational,GOLIAT G,,,Vår Energi ASA,,,,,,20160312,,394,52612.1974094,MULTI WELL TEMPLATE; WATER INJECTION,POINT (22.31056110000003 71.30452780000007)
platforms.1118,Norway,280989,Operational,DRAUGEN D,Subsea steel,Subsea,OKEA ASA,NO_6407/9,Crude Oil,,,,20011101,,265,61996.934239,SUBSEA STRUCTURE; MANIFOLD STATION,POINT (7.72446670000005 64.34233330000006)
platforms.1119,Norway,283145,Operational,34/8-A-4 H/AH,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,,,,20010101,,335,113225.290888,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.459511100000043 61.37028330000004)
platforms.1120,Norway,281045,Operational,TUNE,Subsea steel,Subsea,Equinor Energy AS,NO_30/8,Natural Gas,,,,20021128,,100,115112.865748,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (2.653308300000049 60.467522200000076)
platforms.1121,Norway,284069,Operational,6407/9-D-1 H,Subsea steel,Subsea,OKEA ASA,NO_6407/9,Crude Oil,,,,20011213,,265,62024.3311886,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (7.723841700000037 64.34242500000005)
platforms.1122,Norway,435436,Operational,OSEBERG DELTA O,,,Equinor Energy AS,,,,,,20150221,,103,115950.628209,MULTI WELL TEMPLATE; GAS INJECTOR - OIL PRODUCER,POINT (2.6711694000000534 60.400158300000044)
platforms.1124,Norway,283033,Operational,34/8-A-24 H,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,,,,,,335,113223.432971,SINGLE WELL TEMPLATE; GAS INJECTION,POINT (2.4595167000000515 61.370030600000064)
platforms.1125,Norway,432093,Operational,6407/9-E-4 H,Subsea steel,Subsea,OKEA ASA,NO_6407/9,Crude Oil,,,,20141201,,296,55248.4571218,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (7.703655600000047 64.25649170000008)
platforms.1126,Norway,442087,Under construction,SNØHVIT G,,,Equinor Energy AS,,,,,,,,316,109332.223958,MULTI WELL TEMPLATE; GAS INJECTOR - GAS PRODUCER,POINT (21.069177800000034 71.65704170000004)
platforms.1127,Norway,424530,Operational,STJERNE,Fixed steel,Subsea,Equinor Energy AS,NO_30/9,Natural Gas,,,,20130325,,103,115607.644088,MULTI WELL TEMPLATE; GAS PRODUCER - OIL PRODUCER - WATER INJECTION,POINT (2.739647200000036 60.30011940000003)
platforms.1128,Norway,285077,Operational,6407/7-A-17 H,Subsea steel,Subsea,Equinor Energy AS,NO_6407/7,Crude Oil,,,,19971001,,330,73887.3422,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (7.201141700000051 64.27134720000004)
platforms.1129,Norway,364827,Operational,NORNE H,Subsea steel,Subsea,Equinor Energy AS,NO_6608/10,Crude Oil,,,,20051108,,390,147024.851426,MULTI WELL TEMPLATE; WATER INJECTION,POINT (8.250827800000025 66.07762780000007)
platforms.1132,Norway,364886,Decommissioned,15/6-A-2 H Glitne,Subsea steel,Subsea,,NO_15/6,Crude Oil,,,,20010829,,112,193216.424628,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (1.6682778000000553 58.712861100000055)
platforms.1133,Norway,375206,Operational,ALVHEIM FPSO,Floating steel,Above water production,Aker BP ASA,NO_24/6,Crude Oil,,,,20080608,,125,164573.042468,FPSO; OFFLOADING - OIL PRODUCER - PROCESSING - QUARTER - STORAGE,POINT (1.998450000000048 59.567516700000056)
platforms.1134,Norway,410948,Operational,GOLIAT B,,,Vår Energi ASA,,,,,,20160312,,387,51171.9698188,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (22.285141700000054 71.28639720000007)
platforms.1135,Norway,278665,Operational,ÅSGARD H,Subsea steel,Subsea,Equinor Energy AS,NO_6506/12,Natural Gas,,,,20001004,,290,161176.683196,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (6.674277800000027 65.11857220000007)
platforms.1137,Norway,417722,Operational,FOSSEKALL R,,,Equinor Energy AS,,,,,,20130313,,358,150022.869605,MULTI WELL TEMPLATE; OIL PRODUCER - WATER INJECTION,POINT (8.23696940000002 66.14478330000003)
platforms.1141,Norway,452380,Operational,SNORRE SEP Z,,,Equinor Energy AS,,,,,,20201212,,338,126742.247139,MULTI WELL TEMPLATE; OIL PRODUCER - WATER/GAS INJECTION,POINT (2.233580600000039 61.49740280000003)
platforms.1142,Norway,425460,Operational,DRAUGEN FSL,Others,Subsea,OKEA ASA,NO_6407/9,Crude Oil,,,,20121015,,258,58773.5501291,LOADING SYSTEM; OFFLOADING,POINT (7.84586390000004 64.34731110000007)
platforms.1144,Norway,394760,Closed down,6507/11-V H YTTERGRYTA,Subsea steel,Subsea,Equinor Energy AS,NO_6507/11,Natural Gas,,,,20090106,,297,136861.875764,SINGLE WELL TEMPLATE; GAS PRODUCER,POINT (7.5092222000000675 65.11161110000006)
platforms.1145,Norway,271721,Decommissioned,NORDØST FRIGG,Subsea steel,Subsea,Equinor Energy AS,NO_25/1,Natural Gas,,,,19840101,,102,151328.653027,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (2.2493167000000653 59.98651110000003)
platforms.1146,Norway,433878,Operational,KNARR A,,,A/S Norske Shell,,,,,,20150316,,412,103147.683965,MULTI WELL TEMPLATE; GAS PRODUCER - OIL PRODUCER,POINT (2.7735111000000643 61.811988900000074)
platforms.1149,Norway,272505,Decommissioned,ØST FRIGG A,Subsea steel,Subsea,Aker BP ASA,NO_25/2,Natural Gas,,,,19881001,,112,147426.942114,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (2.364441700000043 59.91906940000007)
platforms.1150,Norway,429114,Operational,25/11-A-23 H BALDER,,,Vår Energi ASA,,,,,,20140228,,126,142273.466231,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.3575056000000245 59.191691700000035)
platforms.1151,Norway,360009,Operational,34/7-C-5 H VIGDIS C5,Subsea steel,Subsea,Equinor Energy AS,NO_34/7,Crude Oil,,,,20031018,,280,132140.80672,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.106158300000061 61.37978330000004)
platforms.1152,Norway,285301,Operational,31/2-D-6 H TROLL D-6,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,,,,,19951031,,330,60525.8884908,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (3.4413750000000505 60.85659440000006)
platforms.1154,Norway,437497,Operational,ÅSGARD PB,,,Equinor Energy AS,,,,,,20150904,,310,147841.502325,MULTI WELL TEMPLATE; GAS INJECTION - OIL PRODUCER,POINT (6.8760028000000375 65.03183610000008)
platforms.1155,Norway,415218,Operational,ORMEN LANGE C,Fixed steel,Subsea,A/S Norske Shell,NO_6305/5,Natural Gas,,,,20121115,,925,98503.0490951,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (5.348419400000068 63.572775000000036)
platforms.1156,Norway,285749,Closed down,6407/9-A-58 H,Subsea steel,Subsea,OKEA ASA,NO_6407/9,Crude Oil,,,,19931019,,243,59361.374293,SINGLE WELL TEMPLATE; GAS INJECTION,POINT (7.96040830000004 64.38546940000003)
platforms.1157,Norway,424812,Decommissioned,25/8-D-1 AH JETTE,,,,,,,,,20130519,,127,141416.724903,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.369700000000023 59.40376670000006)
platforms.1158,Norway,283957,Operational,25/11-C-13 H BALDER,,,Vår Energi ASA,,,,,,19991019,,127,139396.73381,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.409616700000072 59.18329720000003)
platforms.1159,Norway,443503,Operational,HEIDRUN FSU,,,Equinor Energy AS,,,,,,20150601,,0,157064.822394,FSU; OFFLOADING - STORAGE,POINT (7.365869400000065 65.34361940000008)
platforms.1160,Norway,284629,Closed down,25/11-A-8 H BALDER,,,Vår Energi ASA,,,,,,,,127,142185.521887,SINGLE WELL TEMPLATE; WATER PRODUCER,POINT (2.3590639000000238 59.191619400000036)
platforms.1161,Norway,405219,Operational,MOR-B,Subsea steel,Subsea,Equinor Energy AS,NO_6506/11,Crude Oil,,,,20100801,,360,170054.326252,MULTI WELL TEMPLATE; GAS INJECTION - OIL PRODUCER,POINT (6.497247200000061 65.16315280000003)
platforms.1162,Norway,277909,Operational,STATFJORD ØST K,Subsea steel,Subsea,Equinor Energy AS,NO_33/9,Crude Oil,,,,19950129,,156,139134.041347,MULTI WELL TEMPLATE; WATER INJECTION,POINT (1.972777800000074 61.343944400000055)
platforms.1163,Norway,285273,Operational,31/2-D-5 H TROLL D-5,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,,,,,19971130,,330,60427.1581999,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (3.4429111000000603 60.85714720000004)
platforms.1164,Norway,450531,Operational,TRESTAKK A,,,Equinor Energy AS,,,,,,20190716,,300,134027.584984,MULTI WELL TEMPLATE; GAS INJECTION - OIL PRODUCER,POINT (6.837619400000051 64.86613330000006)
platforms.1165,Norway,279001,Closed down,STATFJORD G,Subsea steel,Subsea,Equinor Energy AS,NO_33/9,Crude Oil,,,,19990826,,157,141216.68373,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (1.9349833000000558 61.36571390000006)
platforms.1169,Norway,452269,Operational,SNORRE SEP N,,,Equinor Energy AS,,,,,,20201212,,377,126681.069832,MULTI WELL TEMPLATE; OIL PRODUCER - WATER/GAS INJECTION,POINT (2.257122200000026 61.55471940000007)
platforms.1170,Norway,285105,Operational,6407/7-A-18 H,Subsea steel,Subsea,Equinor Energy AS,NO_6407/7,Crude Oil,,,,19971001,,330,73896.8720582,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (7.200933300000031 64.27136940000008)
platforms.1172,Norway,279533,Operational,HEIDRUN TEMPLATE,Subsea steel,Subsea,Equinor Energy AS,NO_6507/7,Crude Oil,,,,19950815,,345,158657.34078,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (7.3176306000000295 65.32576390000008)
platforms.1173,Norway,411296,Operational,GOLIAT H,,,Vår Energi ASA,,,,,,20160312,,387,51136.0734197,MULTI WELL TEMPLATE; WATER INJECTION,POINT (22.288119400000028 71.28650830000004)
platforms.1175,Norway,282725,Under construction,34/8-A-20 H,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,,,,,,335,113250.746641,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.4589944000000514 61.36993890000008)
platforms.1177,Norway,371216,Operational,ORMEN LANGE B,Subsea steel,Subsea,A/S Norske Shell,NO_6305/5,Natural Gas,,,,20070913,,850,93427.3011133,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (5.38789440000005 63.52836940000003)
platforms.1178,Norway,424932,Operational,VALEMON,,,Equinor Energy AS,,,,,,20150103,,133,116780.088188,JACKET 4 LEGS; PROCESSING - QUARTER - WELLHEAD,POINT (2.339008300000046 61.04066110000008)
platforms.1179,Norway,286057,Operational,31/3-Q-21 H TROLL Q-21,Subsea steel,Subsea,Equinor Energy AS,NO_31/3,,,,,20040401,,333,47734.4741382,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (3.7165222000000426 60.83199440000004)
platforms.1181,Norway,709792,Operational,TROLL W1,,,Equinor Energy AS,,,,,,20210827,,327,58740.6403503,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (3.536875000000066 60.78679720000008)
platforms.1182,Norway,444051,Operational,MARTIN LINGE B,,,Equinor Energy AS,,,,,,20210630,,114,144740.823539,FSU; OFFLOADING - STORAGE,POINT (2.073630600000058 60.49783330000008)
platforms.1183,Norway,452548,Operational,SNORRE SEP X,,,Equinor Energy AS,,,,,,20201212,,329,127915.733597,MULTI WELL TEMPLATE; OIL PRODUCER - WATER/GAS INJECTION,POINT (2.206347200000039 61.48186110000006)
platforms.1184,Norway,287681,Operational,HEIDRUN STL-I,Other,Other,Equinor Energy AS,NO_6507/8,Crude Oil,,,,19951019,,343,155634.412195,LOADING SYSTEM; OFFLOADING,POINT (7.38155560000007 65.32055280000003)
platforms.1185,Norway,278861,Operational,ÅSGARD R,Subsea steel,Subsea,Equinor Energy AS,NO_6506/12,Crude Oil,,,,19990520,,305,147310.767229,MULTI WELL TEMPLATE; GAS INJECTION,POINT (6.901955600000065 65.03340280000003)
platforms.1188,Norway,277881,Operational,SLEIPNER D,Subsea steel,Subsea,Equinor Energy AS,NO_15/9,Natural Gas,,,,19930824,,84,195633.387506,MULTI WELL TEMPLATE; GAS INJECTION,POINT (1.917208300000027 58.39720280000006)
platforms.1189,Norway,442552,Decommissioned,15/5-A-5 H Glitne,,,,,,,,,,,0,193756.919865,SINGLE WELL TEMPLATE,POINT (1.658430600000031 58.712702800000045)
platforms.1190,Norway,391213,Operational,6407/9-E-3 H,Subsea steel,Subsea,OKEA ASA,NO_6407/9,Crude Oil,,,,20080615,,293,54925.0968853,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (7.732050000000072 64.26225000000005)
platforms.1191,Norway,360533,Operational,KRISTIN R,Subsea steel,Subsea,Equinor Energy AS,NO_6406/2,Natural Gas,,,,20060122,,356,154277.367217,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (6.438552800000025 64.96021110000004)
platforms.1192,Norway,363907,Operational,OSEBERG VESTFLANKE,Subsea steel,Subsea,Equinor Energy AS,NO_30/6,Crude Oil,,,,20060209,,108,111293.130464,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (2.685605600000031 60.53762780000005)
platforms.1194,Norway,287037,Operational,BRAGE-T,Subsea steel,Subsea,Gassco AS,NO_30/6,,,,,19930923,,136,99419.891549,SUBSEA STRUCTURE; T-CONNECTION,POINT (2.8980556000000206 60.56063330000006)
platforms.1195,Norway,283789,Decommissioned,15/5-B-1 H Glitne,Subsea steel,Subsea,,NO_15/5,Crude Oil,,,,20010829,,110,193842.743479,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (1.642616700000076 58.73289440000008)
platforms.1197,Norway,411006,Operational,GOLIAT C,,,Vår Energi ASA,,,,,,20160312,,376,50391.5568069,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (22.278761100000054 71.27754720000007)
platforms.1198,Norway,279869,Decommissioned,PETROJARL VARG,Floating steel,Above water production,Chrysaor Norge AS,NO_15/12,Crude Oil,,,,19981222,,84,217570.835249,FPSO; OFFLOADING - PROCESSING - QUARTER - STORAGE,POINT (1.8904583000000343 58.07788060000007)
platforms.1200,Norway,438710,Operational,GULLFAKS OLS-1,,,Equinor Energy AS,NO_34/10,Crude Oil,,,,20140601,,136,127443.975815,LOADING SYSTEM; OFFLOADING,POINT (2.157819400000051 61.19145000000003)
platforms.1201,Norway,364927,Decommissioned,15/6-A-3 H Glitne,Subsea steel,Subsea,,NO_15/6,Crude Oil,,,,20010829,,112,193218.9427,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (1.6681694000000675 58.71294720000003)
platforms.1202,Norway,447481,Operational,25/11-E-29 H BALDER,,,Vår Energi ASA,,,,,,20160831,,127,141742.819247,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.362444400000072 59.22003610000007)
platforms.1206,Norway,441904,Operational,AASTA HANSTEEN C,,,Equinor Energy AS,,,,,,20181217,,1260,217894.423434,SINGLE WELL TEMPLATE; GAS PRODUCER,POINT (6.8817278000000215 67.04582780000004)
platforms.1207,Norway,452213,Operational,SNORRE SEP M,,,Equinor Energy AS,,,,,,20201212,,362,126726.532571,MULTI WELL TEMPLATE; OIL PRODUCER - WATER/GAS INJECTION,POINT (2.248508300000026 61.536627800000076)
platforms.1209,Norway,284797,Operational,6407/7-A-12 H,Subsea steel,Subsea,Equinor Energy AS,NO_6407/7,Crude Oil,,,,19971001,,330,73832.5444227,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (7.202188900000067 64.27113330000003)
platforms.1212,Norway,410829,Operational,MARULK,,,Vår Energi ASA,,,,,,20120402,,368,174254.753203,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (7.543638900000076 65.93347500000004)
platforms.1229,United Kingdom,797573da-3b0b-40d3-aad7-0063c7a4,Operational,ANDREW,PLATFORM,DRILLING & PRODUCTION STEEL,BP EXPLORATION,,,,,,,,0,197672.907485,,POINT (1.4028233470000373 58.04691685900008)
platforms.1236,United Kingdom,d7b68aba-7d40-4bf4-b979-07f85afd,Operational,CORMORANT NORTH,PLATFORM,PRODUCTION & DRILLING STEEL,TAQA EUROPA B.V.,,,,,,,,0,113182.392323,,POINT (1.1479831000000331 61.23993063000006)
platforms.1239,United Kingdom,1e078993-d72a-4423-9581-7c03678a,Operational,BERYL A RISER,PLATFORM,RISER STEEL,APACHE CORPORATION,,,,,,,,0,157057.019907,,POINT (1.5363583860000745 59.54512123600006)
